Harrison2003,"Similar symbols must be similar in both form and interpretation.","segmentation, similarity, comparative method"
Harrison2003,"Feature (attribute-value) theories of phonological representation (and
of articulatory description that precedes them) make it possible for us to
measure the similarity between two representations of phonological form, in
terms of shared attribute-value pairs. Phonological feature theories do not, of
course, tell us precisely how many attribute-value pairs must be shared by two
forms for them to be deemed sufficiently similar to be cognate. Nor is it clear
how one would, in practice, begin to construct a method that makes such a
determination.","synchronic similarity, phenotypic similarity, comparative method"
Hock1991,"In order to understand how sound change operates, it is important to
understand something of the nature of speech sounds. For sound change by
definition is controlled by the phonetic characteristics of speech. Moreover,
in many cases it does not just affect a single sound, but whole classes of
phonetically similar sounds at the same time. An elementary familiarity with
phonetics is necessary also in order to define such classes of similar sounds.","sound change"
Hock1991,"But note that while certain changes are explainable only acoustically,
for the majority of changes, an articulatory account is at least as feasible as
an acoustic one. It seems useful to be able to capture this difference by
defining the majoritiy of segments articulatorily, and to reserve acoustic
definitions for just thoes cases in whic hpurely articulatory terminology would
be inappropriate or insufficient.","sound change, explanation of sound change"
Hoenigswald1960b,"Let there be two archives, one containing straight documents; the other,
documents written in a substitution cipher. Some documents exist in both forms
(A, A') and hence in both archives; others exist in straight form only (B),
while still others exist in cipher only (C'). The order in which each archive
keeps its papers is irrelevant. The cryptanalyst studies the recurrence of the
letters, spaces, etc. and thus finds (1) the A' documents, (2) their A
originals, and (3) the cipher linking the two.","sound correspondences, substitution cipher"
Hoenigswald1963,"Ever since then, the term `comparative' in technical linguistic use has referred, not to comparison at large, comparison for comparison's sake (i.e. typological comparison), but to a process whereby original features can be separated from recent ones and where the aim of classification is subordinated to the aim of reconstruction.","comparative method, comparison"
Hoenigswald1963,"Humboldt felt, at certain periods in his writing, that `inner form' (i.e., grammatical structure) is universal (although sometimes more, or simetimes less perfectly manifested in different languages), while the observable differences are mainly those in external shape.",-
Hoenigswald1963,"When the biologist, Ernst Haeckel, gave him a copy of the Origin of Species which had just been translated, Schleicher reacted with an open letter on Darwinism and Linguistics (1864) and later with a lecture on the Significance of Language for the Natural History of Man (1864).","August Schleicher, Darwinism, Haeckel"
Hoenigswald1963,"There is an implication that the idea had long been familiar (as we know it had been); and that he was surprised, on reading Darwin, to find its biological counterpart (he seems to have known little about Darwin's predecessors); that, in short, the agreement suggested to him new interpretations of an old and well-known concept.","Darwin, August Schleicher, family tree"
Hoenigswald1963,"Sound change has certain striking properties; to put it very anachronistically, sound change is not only simpler and more amenable to formula than are other change processes; it also affords the neatest examples of innovation in linguistic change.","sound change, uniformitarianism"
Hoenigswald1963,"It remained for his successors (Karl Brugmann in particular) to say firmly that groupings within a language family (or nodes on the family tree) are established by shared innovations, and not by shared traits in general.","shared innovation, classification, Brugmann"
Hoenigswald1963,"The \`method' was of course text criticism with particular, often exclusive, stress on the moves and rules which serve to recover a lost manuscript source or archetype, down to every place in the text.","family tree, stemmatics, August Schleicher"
Hoenigswald1963,"But if we were asked what their most important part is, the answer would almost certainly be: the doctrine of the shared error.","shared innovation, stemmatics"
Hoenigswald1963,"The analogy is evident, and the connection seems palpable. Schleicher the linguist had hit upon the unique importance of the phonological correspondences for discriminating between retention and innovation.",-
Hoenigswald1963,"One is half pedagogical in nature, but very important: it is his insistence that the Comparative Method is concerned not with similarities but with correspondences, even between quite dissimilar elements, from language to language. He was fond of pointing out that such a correspondence exists between Germanic /tw/ and Armenian /erk/, two sound sequences which could not be more unlike each other.","comparative method, sound correspondences, Antoine Meillet"
Hoenigswald1990,"Does language grow on trees? Yes, of course it does, if we so wish; but we had better be very careful.","language history, family tree"
Holzer1996,"Da ein Rekonstrukt weder als bloßes Bild der Ursprache noch als Aussage
über ihre Lautungsrelationen den Anspruch erhebt, die urpsrachliche Phonetik
oder Phonologie wiederzugeben, gibt es in so verstandenen Rekonstruktien
nichts, was natürlich sein müßte oder mit realen Sprachen typologisch
verglichen werden kónnte. [\ldots] Auch die Frage der typologischen Normalität
und der phonetischen Natürlichkeit des Lautwandels, der zwischen der Ursprache
und den verglichenen Teilsprachenkernen anzunehmen ist, stellt sich nur bei
Vorliegen einer Rekonstruktion der absoluten Lautungen der Ursprache. ","proto-form, linguistic reconstruction, reality"
Holzer1996,"Nur in Zusammenstellungen semantisch verbleichbarer Bedeutungsträger ist
es auffällig, erklärungswürdig und nicht trivial, wenn sie es gestatten,
häufig rekurrente Lautungszuordnungen aufzustellen. Verzichtet man auf eine
semantische Vergleichbarkeit zusammenzustellender Bedeutungsträger, könnte man
zwischen beliebigen Bedeutungsträgermengen fast beliebig viele Sets von
Bedeutungsträgerzusammenstellungen mit rekurrenten Lautungszuordnungen zustande
bringen. In folgenden Zusammenstellungen semnatisch nicht vergleichbarer russischer und deutscher Wörter: *nos* -- *Mahl*, *son* -- *lahm*, *nas* -- *Mehl*, *san* -- *Lehm*, *osa* -- *Ahle*, *ona* -- *ahme* zum Beispiel lassen sich leicht rekurrente Lautungszuordnungen vornehmen; und ebenso etwa in *nos* -- *lahm*, *son* -- *Mahl*, *nas* -- *Lehm*, *san* -- *Mehl*, *osa* -- *ahme*, *ona* -- *Ahle*. Man benötigt also sowohl das Kriterium der Rekurrenz der Lautungszuordnungen, als auch das der semantischen Vergleichbarkeit, um Bedeutungsträgergleichungen aufzustellen.","linguistic reconstruction, comparative method, semantic similarity"
Holzer1996,"Ein **Bedeutungsträger** ist eine Lautung mit Bedeutung (Morph, Wort, Satz...).
Eine **Sprache** ist eine Menge von Bedeutungsträgern. Nur auf diesen stark
reduzierten Aspekt von Sprache kommt es hier an; insbesondere wird von
syntaktischen Beziehungen zwischen den Bedeutungsträgern und überhaupt vonm
""System"", als das eine Sprache in anderen Zusammenhängen betrachtet werden
kann, abgesehen.","set theory, language model"
Makaev1977,"Одна из характерных черт реконструкции общеиндоевропейского языка (а при
прочих равных условиях и любого другого праязыка) это -- множественность
решений, а не их единственность. Хорошо известно, что в зависимости от того,
какой из индоевропейских языков будет взят в качестве эталона при восстановлении
общеиндоевропейского состояния, картина праязыка всякий раз будет иной. В то же
время известно, что опора на все индоевропейские языки при реконструкции
исходного состояния всегда приводила к эклектичности решения и
бессодержательности самого понятия праязыка [...].","cumulative evidence, comparative method"
Moore1994,"Cladistic theory can only be applied legitimately to qualitative data that are unidirectional, not to qualitative data that are random in their development, and not to quantitative data at all.","cladistics, qualitative data"
Moore1994,"The logic of cladism, and the graphics derived from that logic, demand that each entity must have one and only one parent (Ashlock 1984)","family tree, cladistics"
Moore1994,"The most reliable method for reconstructing protolanguages ist to trace the phonemic changes that have occurred among daughter languages, following htem backward in time on the basis of phonological structure and syntactic organization.[...] The method is traditional in linguistics and decidedly cladistic (Figure 5(. It becomes less precise as it moves backward in time, since the uncertainties of reconstruction at lower levels are compounded as they are combined at higher levels (Southwort 1964; Stewart 1976).","comparative method, cladistics"
Moore1994,"The only possible outcome is to discover that the languages are related and then construct a cladogram indicating the extent of that relationship. It is impossible to discover, on alexical basis, that a language might be derived from two or more parent languages. There is also the problem of loan words: if a loan word appears in both of the languages being compared, it might be mistaken for a cognate and thus add strength to the alleged historical relationship between the languages. Further, if the language contributing the loan word is extinct, it may be impossible to tell the differen ce between a loan word widely borrowed by the members of a language family and a word that derives from a common origin.
","lexicostatistics, cladistics, lexical borrowing"
Mueller1862,-,"language mixture, mixed languages"
Mueller1862,-,"origin of language"
Mueller1862,-,"primitive languages, origin of language"
Mueller1862,-,"language faculty, linguistics"
Sapir1921,"Are there resistances of a more intimate nature to the borrowing of words? It is
generally assumed that the nature and extent of borrowing depend entirely on the
historical facts of culture relation; that if German, for instance, has borrowed less
copiously than English from Latin and French it is only because Germany has had less
intimate relations than England with the culture spheres of classical Rome and France.
This is true to a considerable extent, but it is not the whole truth. We must not
exaggerate the physical importance of the Norman invasion nor underrate the
significance of the fact that Germany’s central geographical position made it peculiarly
sensitive to French influences all through the Middle Ages, to humanistic influences in
the latter fifteenth and early sixteenth centuries, and again to the powerful French
influences of the seventeenth and eighteenth centuries. It seems very probable that the
psychological attitude of the borrowing language itself towards linguistic material has
much to do with its receptivity to foreign words. English has long been striving for the
completely unified, unanalyzed word, regardless of whether it is monosyllabic or
polysyllabic. Such words as credible, certitude, intangible are entirely welcome in
English because each represents a unitary, well-nuanced idea and because their formal
analysis (cred-ible, certitude, in-tang-ible) is not a necessary act of the unconscious
mind (cred-, cert-, and tang- have no real existence in English comparable to that of
good- in goodness). A word like intangible, once it is acclimated, is nearly as simple a
psychological entity as any radical monosyllable (say vague, thin, grasp). In German,
however, polysyllabic words strive to analyze themselves into significant elements.
Hence vast numbers of French and Latin words, borrowed at the height of certain
cultural influences, could not maintain themselves in the language. Latin-German
words like kredibel “credible” and French-German words like reussieren “to succeed”
offered nothing that the unconscious mind could assimilate to its customary method of
feeling and handling words. It is as though this unconscious mind said: “I am perfectly
willing to accept kredibel if you will just tell me what you mean by kred-.” Hence
German has generally found it easier to create new words out of its own resources, as
the necessity for them arose.","lexical borrowing, borrowing constraints"
Trubetzkoy1930,"Gruppen, bestehend aus Sprachen, die eine grosse Ähnlichkeit in syntaktischer Hinsicht, eine Ähnlichkeit in den Grundsätzen des morphologischen Baus aufweisen, und eine grosse Anzahl gemeinsamer Kulturwörter bieten, machmal auch äussere Ähnlichkeit im Bestande der Lautsysteme, -- dabei aber keine systematische Lautentsprechungen, keine Übereinstimmung in der lautlichen Gestalt der morhpologischen Elemente und keine gemeinsamen Elementarwörter besitzen, -- *solche Sprachgruppen nennen wir Sprachbunde.* ","language union"
Trubetzkoy1930,"Gruppen, bestehend aus Sprachen, die eine beträchtliche Anzahl von gemeinsamen Elementarwörtern besitzen, Übereinstimmungen im lautlichen Ausdruck morphologischer Kategorien aufweisen und, vor allem, konstante Lautentsprechungen bieten, -- *solche Sprachgruppen nennen wir Sprachfamilien*.","language family"
Aikhenvald2007b,"Languages can resemble each other in categories, constructions, and
meanings, and in the actual forms used to express them. Categories can be
similar because they are universal [...]. Occasionally, two languages share a
form by pure coincidence. [...] What these two kinds of similarities have in
common is that they tell us nothing about hte history of languages or their
speakers. In this volume we focus on two other types of similarities: those due
to genetic inheritance and those due to areal contact.",similarity
Aikhenvald2007b,"A shared feature may be based on common linguistic origin. Then, the
languages can be shown to have descended from the same ancestor [...]. Related
languages \`will pass through the same or strikingly similar phases': this
\`parallelism in drift' (Sapir 1921: 171-2; LaPolla 1994, Borg 1994) [pb]
accounts for additional similarities between related languages, even for those
\`long disconnected'.","common origin"
Aikhenvald2007b,"Alternatively, shared features may result from geographic proximity, contact, and borrowing.","language contact"
Aikhenvald2007b,"The extent of this varies, depending on a number of cultural and social factors, including the degree of speakers' awareness and sense of purism, and also on the structure of the languages in contact.","borrowing, language contact, borrowing degree"
Aikhenvald2007b,"No linguistic feature -- be it a form, or a pattern -- is entirely \`borrowing-proof'. [...] And yet some grammatical and other features are particulary open to -- and others are more resistant to -- diffusion.",borrowability
Aikhenvald2007b,"Preferences at work in borrowing patterns and forms depend on the expression and function of a category, on its usage, and on the ways it correlates with cultural stereotypes. A plethora of social factors play a role -- these include language attitudes and receptivity to \`foreign' forms. Pre-existing structural similarities between languages in contact also facilitate contact-induced change. ","borrowability, borrowing degree"
Aikhenvald2007b,"Linguistic diffusion is understood as the spread of a linguistic feature within a geographical area or as recurrent borrowing within a linguistic area. Diffusion within an area can be unilateral (when it proceeds from one source) or multilateral (when it involves several sources).","linguistic diffusion, lexical diffusion"
Aikhenvald2007b,"Contact-induced innovations are constantly being added to languages over the course [pb] of their development, as if piling tier upon tier of \`naturalized' foreign elements. The result is LAYERED languages: the inherited \`core' is discernible underneath the subsequent \`layers' of innovative influence from outside.",stratification
Aikhenvald2007b,"Figure 1, inspired by Owens (1996), reflects the scale of potential layering: which parts of the language are more likely to be shared with genetic relatives, and which are easily attributable to language contact and diffusion.",borrowability
Aikhenvald2007b,"The idea of \`layering' is much more \`down to earth'; it reflects the procedure of easing apart subsequent \`layers' of discernible impact from neibhbouring language, on the way to identifying the \`genetic core'. \`Layering' has an additional flavour to it inasmuch as this term reflects chronologically organized stages of linguistic diffusion [...]. The idea of \`layering' is also linked to the notion of \`stratification' [...], whereby different speech registers reflect different contact patterns.",stratification
Aikhenvald2007b,"Detecting \`layers' in languages is a heuristic procedure. And in all the instances quoted in this section the procedure has been successful: we know how to separate the layers of diffusion from the \`core' of genetic affiliation. But in quite a few other cases the picture is blurred.",stratification
Aikhenvald2007b,"Teasing apart similarities due to genetic inheritace and those due to
borrowing of varied kinds is one of the hardest problems in comparative
linguistics. [...] Ideally, if two languages descend from the same ancestor,
the forms and their meanings must be easily relatable, via the application of
established rules for phonological change and semantic change. In actual fact,
the distinction between inherited and diffused similarities may be difficult to
discern, especially in the situation of prolonged and uninterrupted diffusion
of cultural and linguistic traits across an area.","similarity, genetic similarity, contact-induced similarity"
Aikhenvald2007b,"A long-lasting diffusion area may result in layering of patterns and forms to such an extent that genetic relationships are undiscernible.","genetic classification, language contact"
Aikhenvald2007b,"If languages are genetically related, we expect them to develop similar structure, no matter whether they are in contact or not. And if genetically related languages are in contact, trying to prove that a shared feature is contact induced and not a \`chance' result of Sapir's drift may be next to impossible.","drift, contact-induced similarity, drift-induced similarity"
Aikhenvald2007b,"Languages known as \`MIXED' or \`INTERTWINED' arise as a result of a combination of special sociolinguistic sicrumstances with semi-conscious efforts to \`create a a language', in which different parts of grammar and lexicon come from different languages.","mixed languages, language mixture"
Aikhenvald2007b,"A linguistic area (or sprachbund) is generally taken to be a geographically delimited region including languages from at tleast tow language families, or different subgroups fo the same family, sharing traits, or combinations therof, most of which are not found in languages from these families or subgroups spoken outside the area.","language union, linguistic area"
Aikhenvald2007b,"How to locate the diagnostic traits, especially when at least some similarities between contiguous languages can be explained by accident, universals, and parallel development? As shown in the study of Mesoamerica as a linguistic area, by Campbell, Kaufman, and Smith-Stark (1986: 535-6) not all shared features have the same \`weight': \`highly \`\`marked"", exotic or unique shared traits weigh more than does material that is more easily developed independently, or found widely in other languages.'","linguistic area, language union"
Aikhenvald2007b,"A typologically well-attested property cannot by itself be considered area defining. But the way properties cluster may be area specific.","linguistic area, language union"
Aikhenvald2007b,"The more areally defining features a language has, the more central it is to the area. The fewer features it has, the more \`peripheral' it is.","linguistic area, language union"
Aikhenvald2007b,"A necessary condition for a linguistic area is some degree of bi- and/or multilingualism.","linguistic area, language union"
Aikhenvald2007b,"Languages borrow forms and patterns. Borrowed forms may include a lexeme, a pronoun, an affix, a phoneme or intonation pattern, or a way of framing discourse (see Campbell 1997; Curnow 2001). Borrowing patterns does not presuppose borrowing forms.",borrowability
Aikhenvald2007b,"In terms of the overall impact on the language, diffusion may involve contact-induced gain, or loss, of a form, or of a pattern. The original and the diffused form, or pattern, can coexist in the language, with -- or without -- some functional differentiation. Or a hybrid form may be created.","language contact"
Bonfante1931,"I concetti che ò seguito nella composizione di questo lavoro sono i
seguenti. Prima di tutto ò cercato di fondarmi soltanto su etimologie
assolutamente sicure o per lo meno estremamente verosimili: è facile fare lunghe
liste di parole, la cui parentela è dubbia o discutibile, ma che valore ànno
esse? Forniscono materiale infido agli studiosi, che non ànno tempo o
possibilità di vagliare criticamente tutti gli étimi proposti, e finiscono poi
per gettare il discrédito sulla nostra scienza. 
<br><br>
[The ideas which I have followed in the compilation of this work
are the following ones. First of all I tried to base myself on absolutely safe
or at least extremely probable etymologies: it is easy to make long lists of
words whose relationship is dubious or questionable, but what value do they
have? They provide the scholars with treacherous material, so that they do not
have the time or the possibility to sift through the proposed etymologies
critically, and in the end discredit our scientific endeavours.]",etymology
Bonfante1931,"Tale criterio doveva esser tenuto particolarmente presente in un lavoro
come questo, che tratta dei dialetti ideur. Questi dialetti appartèngono tutti
ad una medésima famiglia, come per esempio i dialetti italiani (escluso il
sardo); ànno quindi più o meno tutti gli stessi casi, le stesse declinazioni, le
stesse radici; le loro differenziazioni sono sottili, delicate, spesso
fuggévoli; bisogna scendere a particolari minuti, che a qualcuno possono parere
insignificanti, ma che sono invece i più significativi. 
<br><br>
[Such a criterion had to be held particularly present in a work
like this, which treats the Indo-European dialects. These dialects belong all to
the same family, like for example the Italian dialects (Sardinian excluded);
they have therefore more or less all the same cases, the same declinations, the
same roots; their differentiations are thin, delicate, often fugitive; it must
come down to tiny details that can seem insignificant to someone, but which are
instead most meaningful.]",-
Bonfante1931,"Ben di rado noi siamo certi delle isoglosse che costruiamo, e ciò per
varie ragioni. Quando si tratta di fenòmeni fonétici, osserviamo fatti idèntici
che si sviluppano spontaneamente e indipendentemente in territori anche
lontanissimi e senza contatti fra loro (come la Lautverschiebung tedesca ed
armena). Quando si tratta di fenòmeni fonétici, osserviamo fatti idèntici che si
sviluppano spontaneamente e indipendentemente in territori anche lontanissimi e
senza contatti fra loro (come la Lautverschiebung tedesca ed armena); ciò
avviene perché gli organi fisiològici che prodúcono i suoni sono piùo meno gli
stessi in tutte le razze, e quindi i suoni e le loro trasformazioni sono in
número limitato e si riprodúcono in tempi e luoghi diversissimi.Quando si tratta
di fenòmeni morfològici, può valere in parte quel che ò detto or ora; ma più di
frequente osserviamo concomitanza di evolu[pb]zione; perché le leggi
psicològiche si somigliano sotto ogni cielo, e sotto ogni cielo troviamo con
nomi diversi le stesse leggende, gli stessi miti, le stesse divinità, le stesse
fàvole, con monotonia quasi esasperante (1). Ma anche quando questi fattori
siano esclusi, di fronte alla concordanza di due o più lingue indoeuropee contro
le altre resta sempre la possibilità che le rimanenti lingue abbiano perduto il
suono, o la forma, o la parola di cui si tratta; ed è in genere difficile
dimostrare il contrario (2). Ciò avviene perche le leggi del mutamento
linguistico ci sono sostanzialmente ancor oggi ignote, e potremo scoprirle solo
se accumuleremo e ordineremo molto materiale linguístico, che ci permetta di
trarre conclusioni dalla realtà delle cose, evitando di imporre alle cose le
nostre astrazioni.
<br><br>
[Very rarely are we sure of isoglosses that we construct, and this
for several reasons. When dealing with phonetical phenomena, we observe
identical facts that developed spontaneously and independently in the
territories very distant from each other and without contact between them (like
the German and Armenian Lautverschiebung); this happens because the
physiological organs that produce the sounds are more or less the same in all
the races, and therefore the sounds and their transformations are limited
regarding their number and are pronounced in very various times and places. When
dealing with morphological phenomena, the same, which has been just said, holds.
But in most cases we can observe common develop[pb]ments; because the
psychological laws resemble each other under every sky, and under every sky we
find with various names the same legends, the same myths, the same divinity, the
same fables, with a nearly tedious monotony (1). But also when these factors are
excluded, opposed to an agreement of two or more Indo-European languages with
another one, there always remains the possibility that the remaining languages
have lost the sound, the form, or the word one is dealing with; and it is
generally difficult to demonstrate the contrary (2). This happens because the
laws of linguistic change are still substantially unknown today, and we shall
only be able to discover them, if we accumulate and order every linguistical
material that allows us to draw conclusions from the truth of the things and
avoid to impose our abstractions on them.]","isoglosses, contact-induced similarity, genetic similarity"
Bonfante1931,"Generalmente si fa delle lingue indoeuropee il disegno di una catena, per
cui ogni anello è collegato con altri due soli anelli, uno a destra e uno a
sinistra. [...] secondo questo schema, potrebbe toccare solo l'ario a oriente,
l'itàlico a occidente. Io mi figuro la cosa in modo un po' diverso. Prescindendo
dai gruppi minori, attribuisco alle lingue indoeuropee nella loro fase
preistòrica una posizione rispettiva di questo tipo: [graphic] Si vede da questo
schizzo che una qualunque lingua indoeuropea (all'infuori del cèltico e
dell'ario) può avere contatti diretti (ciò senza scavalcare un'altra lingua) con
vari gruppi e non con 2 soli. Le isoglosse non vanno solo da oriente a
occi[pb]dente e viceversa, come fin qui si è creduto, ma anche da nord a sud e
da sud a nord. [...] Lo schema da me disegnato somiglia assai a quello di Hirt
[...]; ma nel testo egli non applica la mia idea.  

:translation:`Generally, one depicts the Indo-European languages in the form of a chain, every ring of which is connected with only two other rings, one to the right and one to the left.[...] according to this schema, we could touch Arian only in the east and Italic in the West. I imagine the matter in a slightly different way. Apart from the minor groups, I attribute to the Indo-European languages in their prehistorical phase a position according to the following type: [graphic] From this sketch it can be seen that every Indo-European language (apart from Celtic and Arian) can have direct contacts (without crossing another language) with several and not with only two groups. The isoglosses do not only go from East to West and viceversa, as it has been assumed up to now, but also from North to South and South to North. [...] The sketch drawn by me bears some resemblences with that of Hirt [...]; but in the text he does not apply my idea.`",-
Francois2008,"Even though this may fail to represent faithfully the language-internal
perception of an English native speaker, at least this serves efficiently the
purpose of cross-linguistic comparison: it becomes then easy to state the facts
by saying that these two senses are treated the same in English, and not in
French. ",vagueness
Francois2008,"This empirical method of defining senses based on cross-linguistic
comparison has the valuable advantage that it helps “sidestep the vexing problem
of distinguishing between polysemy and vagueness” (Haspelmath 2003: 231). ",vagueness
Francois2008," For example, Brown (2005a) suggests that the colexification of 〈hand〉 –
〈arm〉 may be influenced by the geographical situation of the community.
According to him, the use of “tailored clothing covering the arm” in colder
environments tends to make the contrast between the hand and the arm more
salient, thus favoring the existence of two separate lexical items.",colexification
Francois2008,"In sum, colexification may result historically from typological
convergence, from genetic inheritance, or from contact-induced change ... just
like any other structural feature of a language.",colexification
Francois2008,"The method suggested by Haspelmath indeed resorts to observable data from
actual languages. The basic idea is that senses should be arranged in space in
such a way that each lexical unit in one language “occupies a contiguous area on
the seman- tic map” (2003:  216). Furthermore, each specific connecting line
should reflect the existence of at least one attested case of a direct lexical
connection between these two senses, in any of the world’s languages.","networks, colexification, polysemy"
